index,sales_id,order_id,product_id,price_per_unit,quantity_x,total_price,product_type,product_name,size,colour,price,quantity_y,description,customer_id,payment,order_date,delivery_date,delivery_time,customer_name,gender,age,home_address,zip_code,city,state,country,status,age_group
3981,3981,793,372,94,1,94,Shirt,Henley,M,blue,92,42,"A blue coloured, M sized, Henley Shirt",258,39635,2021-01-27,2021-02-03,7.0,fulan 258,Female,62,2719 Dietrich KnollApt. 175,1252,South Declan,Queensland,Australia,Active,Adults
4142,4142,825,1148,102,1,102,Trousers,Cargo Pants,L,indigo,106,46,"A indigo coloured, L sized, Cargo Pants Trousers",787,13832,2021-01-27,2021-02-22,26.0,fulan 787,Female,31,9871 Bailey SquareApt. 697,1417,Davidshire,South Australia,Australia,Active,Adults
4141,4141,825,563,100,1,100,Jacket,Bomber,L,red,90,50,"A red coloured, L sized, Bomber Jacket",787,13832,2021-01-27,2021-02-22,26.0,fulan 787,Female,31,9871 Bailey SquareApt. 697,1417,Davidshire,South Australia,Australia,Active,Adults
1160,1160,240,1009,106,1,106,Trousers,Wool,XL,indigo,111,51,"A indigo coloured, XL sized, Wool Trousers",578,37612,2021-01-27,2021-02-01,5.0,fulan 578,Prefer not to say,75,256 Andrew CrestApt. 193,8281,East Marcus,New South Wales,Australia,Active,Seniors
1161,1161,240,259,95,2,190,Shirt,Polo,XL,yellow,117,46,"A yellow coloured, XL sized, Polo Shirt",578,37612,2021-01-27,2021-02-01,5.0,fulan 578,Prefer not to say,75,256 Andrew CrestApt. 193,8281,East Marcus,New South Wales,Australia,Active,Seniors
1162,1162,240,473,118,1,118,Jacket,Puffer,L,green,110,43,"A green coloured, L sized, Puffer Jacket",578,37612,2021-01-27,2021-02-01,5.0,fulan 578,Prefer not to say,75,256 Andrew CrestApt. 193,8281,East Marcus,New South Wales,Australia,Active,Seniors
1163,1163,240,124,92,3,276,Shirt,Denim,XL,green,115,52,"A green coloured, XL sized, Denim Shirt",578,37612,2021-01-27,2021-02-01,5.0,fulan 578,Prefer not to say,75,256 Andrew CrestApt. 193,8281,East Marcus,New South Wales,Australia,Active,Seniors
4145,4145,825,1115,115,2,230,Trousers,Cropped,XS,violet,99,65,"A violet coloured, XS sized, Cropped Trousers",787,13832,2021-01-27,2021-02-22,26.0,fulan 787,Female,31,9871 Bailey SquareApt. 697,1417,Davidshire,South Australia,Australia,Active,Adults
1164,1164,240,9,96,1,96,Shirt,Oxford Cloth,XL,orange,114,43,"A orange coloured, XL sized, Oxford Cloth Shirt",578,37612,2021-01-27,2021-02-01,5.0,fulan 578,Prefer not to say,75,256 Andrew CrestApt. 193,8281,East Marcus,New South Wales,Australia,Active,Seniors
4146,4146,825,109,92,2,184,Shirt,Denim,XL,red,115,63,"A red coloured, XL sized, Denim Shirt",787,13832,2021-01-27,2021-02-22,26.0,fulan 787,Female,31,9871 Bailey SquareApt. 697,1417,Davidshire,South Australia,Australia,Active,Adults
3899,3899,780,21,96,1,96,Shirt,Oxford Cloth,S,blue,114,51,"A blue coloured, S sized, Oxford Cloth Shirt",100,37821,2021-01-27,2021-01-29,2.0,fulan 100,Prefer not to say,69,093 Jessica AvenueSuite 154,768,Lake Callumville,Queensland,Australia,Active,Seniors
1165,1165,240,298,105,3,315,Shirt,Cuban Collar,L,green,93,58,"A green coloured, L sized, Cuban Collar Shirt",578,37612,2021-01-27,2021-02-01,5.0,fulan 578,Prefer not to say,75,256 Andrew CrestApt. 193,8281,East Marcus,New South Wales,Australia,Active,Seniors
3903,3903,780,402,119,1,119,Shirt,Casual Slim Fit,M,green,113,67,"A green coloured, M sized, Casual Slim Fit Shirt",100,37821,2021-01-27,2021-01-29,2.0,fulan 100,Prefer not to say,69,093 Jessica AvenueSuite 154,768,Lake Callumville,Queensland,Australia,Active,Seniors
3902,3902,780,1217,105,1,105,Trousers,Pleated,M,indigo,90,48,"A indigo coloured, M sized, Pleated Trousers",100,37821,2021-01-27,2021-01-29,2.0,fulan 100,Prefer not to say,69,093 Jessica AvenueSuite 154,768,Lake Callumville,Queensland,Australia,Active,Seniors
3901,3901,780,165,91,1,91,Shirt,Linen,XS,indigo,116,70,"A indigo coloured, XS sized, Linen Shirt",100,37821,2021-01-27,2021-01-29,2.0,fulan 100,Prefer not to say,69,093 Jessica AvenueSuite 154,768,Lake Callumville,Queensland,Australia,Active,Seniors
3900,3900,780,1249,112,3,336,Trousers,Tracksuit Bottoms,XL,blue,91,68,"A blue coloured, XL sized, Tracksuit Bottoms Trousers",100,37821,2021-01-27,2021-01-29,2.0,fulan 100,Prefer not to say,69,093 Jessica AvenueSuite 154,768,Lake Callumville,Queensland,Australia,Active,Seniors
4449,4449,887,153,91,1,91,Shirt,Linen,L,yellow,116,72,"A yellow coloured, L sized, Linen Shirt",669,10969,2021-01-27,2021-02-20,24.0,fulan 669,Prefer not to say,68,1463 Hills RidgeApt. 034,4318,Bauchland,Victoria,Australia,Active,Seniors
4450,4450,887,356,94,2,188,Shirt,Henley,S,orange,92,46,"A orange coloured, S sized, Henley Shirt",669,10969,2021-01-27,2021-02-20,24.0,fulan 669,Prefer not to say,68,1463 Hills RidgeApt. 034,4318,Bauchland,Victoria,Australia,Active,Seniors
4144,4144,825,1008,106,2,212,Trousers,Wool,L,indigo,111,41,"A indigo coloured, L sized, Wool Trousers",787,13832,2021-01-27,2021-02-22,26.0,fulan 787,Female,31,9871 Bailey SquareApt. 697,1417,Davidshire,South Australia,Australia,Active,Adults
4452,4452,887,977,97,2,194,Trousers,Slim-Fit,M,violet,119,51,"A violet coloured, M sized, Slim-Fit Trousers",669,10969,2021-01-27,2021-02-20,24.0,fulan 669,Prefer not to say,68,1463 Hills RidgeApt. 034,4318,Bauchland,Victoria,Australia,Active,Seniors
4453,4453,887,192,98,2,196,Shirt,Camp Collared,M,green,112,41,"A green coloured, M sized, Camp Collared Shirt",669,10969,2021-01-27,2021-02-20,24.0,fulan 669,Prefer not to say,68,1463 Hills RidgeApt. 034,4318,Bauchland,Victoria,Australia,Active,Seniors
4147,4147,825,936,96,1,96,Trousers,Drawstring,S,indigo,104,46,"A indigo coloured, S sized, Drawstring Trousers",787,13832,2021-01-27,2021-02-22,26.0,fulan 787,Female,31,9871 Bailey SquareApt. 697,1417,Davidshire,South Australia,Australia,Active,Adults
4451,4451,887,905,94,2,188,Trousers,Cords,XS,violet,113,76,"A violet coloured, XS sized, Cords Trousers",669,10969,2021-01-27,2021-02-20,24.0,fulan 669,Prefer not to say,68,1463 Hills RidgeApt. 034,4318,Bauchland,Victoria,Australia,Active,Seniors
4567,4567,910,465,118,3,354,Jacket,Puffer,XS,yellow,110,55,"A yellow coloured, XS sized, Puffer Jacket",738,14581,2021-01-27,2021-02-06,10.0,fulan 738,Prefer not to say,55,261 Savannah IslandSuite 304,5450,Hollyfort,Northern Territory,Australia,Active,Adults
3346,3346,674,375,94,1,94,Shirt,Henley,XS,indigo,92,58,"A indigo coloured, XS sized, Henley Shirt",300,51598,2021-01-29,2021-02-05,7.0,fulan 300,Female,24,73 Amelie LoopApt. 987,1403,Hermistonside,Western Australia,Australia,Active,Youth
3468,3468,699,30,96,2,192,Shirt,Oxford Cloth,XS,violet,114,74,"A violet coloured, XS sized, Oxford Cloth Shirt",311,58950,2021-01-29,2021-02-12,14.0,fulan 311,Prefer not to say,25,316 Violet LaneApt. 212,2929,Fayburgh,Northern Territory,Australia,Active,Adults
3352,3352,674,483,118,1,118,Jacket,Puffer,L,indigo,110,61,"A indigo coloured, L sized, Puffer Jacket",300,51598,2021-01-29,2021-02-05,7.0,fulan 300,Female,24,73 Amelie LoopApt. 987,1403,Hermistonside,Western Australia,Australia,Active,Youth
3470,3470,699,957,97,2,194,Trousers,Slim-Fit,M,yellow,119,55,"A yellow coloured, M sized, Slim-Fit Trousers",311,58950,2021-01-29,2021-02-12,14.0,fulan 311,Prefer not to say,25,316 Violet LaneApt. 212,2929,Fayburgh,Northern Territory,Australia,Active,Adults
3471,3471,699,189,98,3,294,Shirt,Camp Collared,XL,yellow,112,44,"A yellow coloured, XL sized, Camp Collared Shirt",311,58950,2021-01-29,2021-02-12,14.0,fulan 311,Prefer not to say,25,316 Violet LaneApt. 212,2929,Fayburgh,Northern Territory,Australia,Active,Adults
3472,3472,699,417,119,2,238,Shirt,Casual Slim Fit,M,violet,113,46,"A violet coloured, M sized, Casual Slim Fit Shirt",311,58950,2021-01-29,2021-02-12,14.0,fulan 311,Prefer not to say,25,316 Violet LaneApt. 212,2929,Fayburgh,Northern Territory,Australia,Active,Adults
3473,3473,699,142,91,3,273,Shirt,Linen,M,red,116,78,"A red coloured, M sized, Linen Shirt",311,58950,2021-01-29,2021-02-12,14.0,fulan 311,Prefer not to say,25,316 Violet LaneApt. 212,2929,Fayburgh,Northern Territory,Australia,Active,Adults
3351,3351,674,335,109,2,218,Shirt,Mandarin Collar,XS,blue,108,59,"A blue coloured, XS sized, Mandarin Collar Shirt",300,51598,2021-01-29,2021-02-05,7.0,fulan 300,Female,24,73 Amelie LoopApt. 987,1403,Hermistonside,Western Australia,Australia,Active,Youth
3469,3469,699,98,118,1,118,Shirt,Flannel,L,indigo,96,62,"A indigo coloured, L sized, Flannel Shirt",311,58950,2021-01-29,2021-02-12,14.0,fulan 311,Prefer not to say,25,316 Violet LaneApt. 212,2929,Fayburgh,Northern Territory,Australia,Active,Adults
875,875,181,463,118,1,118,Jacket,Puffer,L,orange,110,66,"A orange coloured, L sized, Puffer Jacket",241,23142,2021-01-29,2021-02-13,15.0,fulan 241,Prefer not to say,61,31 Aaron WayApt. 752,2728,New Ava,Queensland,Australia,Active,Adults
876,876,181,506,102,3,306,Jacket,Windbreaker,S,green,109,65,"A green coloured, S sized, Windbreaker Jacket",241,23142,2021-01-29,2021-02-13,15.0,fulan 241,Prefer not to say,61,31 Aaron WayApt. 752,2728,New Ava,Queensland,Australia,Active,Adults
3466,3466,699,1198,105,2,210,Trousers,Pleated,L,orange,90,53,"A orange coloured, L sized, Pleated Trousers",311,58950,2021-01-29,2021-02-12,14.0,fulan 311,Prefer not to say,25,316 Violet LaneApt. 212,2929,Fayburgh,Northern Territory,Australia,Active,Adults
3350,3350,674,650,93,1,93,Jacket,Coach,XS,blue,115,51,"A blue coloured, XS sized, Coach Jacket",300,51598,2021-01-29,2021-02-05,7.0,fulan 300,Female,24,73 Amelie LoopApt. 987,1403,Hermistonside,Western Australia,Australia,Active,Youth
3349,3349,674,451,107,1,107,Jacket,Denim,S,violet,92,73,"A violet coloured, S sized, Denim Jacket",300,51598,2021-01-29,2021-02-05,7.0,fulan 300,Female,24,73 Amelie LoopApt. 987,1403,Hermistonside,Western Australia,Australia,Active,Youth
3348,3348,674,799,91,3,273,Jacket,Pullover,XL,indigo,114,43,"A indigo coloured, XL sized, Pullover Jacket",300,51598,2021-01-29,2021-02-05,7.0,fulan 300,Female,24,73 Amelie LoopApt. 987,1403,Hermistonside,Western Australia,Australia,Active,Youth
3347,3347,674,1002,106,3,318,Trousers,Wool,M,blue,111,52,"A blue coloured, M sized, Wool Trousers",300,51598,2021-01-29,2021-02-05,7.0,fulan 300,Female,24,73 Amelie LoopApt. 987,1403,Hermistonside,Western Australia,Australia,Active,Youth
3474,3474,699,26,96,1,96,Shirt,Oxford Cloth,S,indigo,114,59,"A indigo coloured, S sized, Oxford Cloth Shirt",311,58950,2021-01-29,2021-02-12,14.0,fulan 311,Prefer not to say,25,316 Violet LaneApt. 212,2929,Fayburgh,Northern Territory,Australia,Active,Adults
3467,3467,699,587,100,2,200,Jacket,Bomber,M,indigo,90,52,"A indigo coloured, M sized, Bomber Jacket",311,58950,2021-01-29,2021-02-12,14.0,fulan 311,Prefer not to say,25,316 Violet LaneApt. 212,2929,Fayburgh,Northern Territory,Australia,Active,Adults
3353,3353,674,1192,105,2,210,Trousers,Pleated,M,red,90,40,"A red coloured, M sized, Pleated Trousers",300,51598,2021-01-29,2021-02-05,7.0,fulan 300,Female,24,73 Amelie LoopApt. 987,1403,Hermistonside,Western Australia,Australia,Active,Youth
1343,1343,278,248,95,1,95,Shirt,Polo,L,red,117,72,"A red coloured, L sized, Polo Shirt",510,19930,2021-01-30,2021-02-13,14.0,fulan 510,Prefer not to say,67,2684 Tillman ParadeApt. 492,7867,Alexandramouth,New South Wales,Australia,Active,Seniors
1341,1341,278,534,98,2,196,Jacket,Leather,XL,orange,113,64,"A orange coloured, XL sized, Leather Jacket",510,19930,2021-01-30,2021-02-13,14.0,fulan 510,Prefer not to say,67,2684 Tillman ParadeApt. 492,7867,Alexandramouth,New South Wales,Australia,Active,Seniors
1344,1344,278,637,93,1,93,Jacket,Coach,M,orange,115,72,"A orange coloured, M sized, Coach Jacket",510,19930,2021-01-30,2021-02-13,14.0,fulan 510,Prefer not to say,67,2684 Tillman ParadeApt. 492,7867,Alexandramouth,New South Wales,Australia,Active,Seniors
1345,1345,278,232,106,1,106,Shirt,Chambray,M,blue,105,66,"A blue coloured, M sized, Chambray Shirt",510,19930,2021-01-30,2021-02-13,14.0,fulan 510,Prefer not to say,67,2684 Tillman ParadeApt. 492,7867,Alexandramouth,New South Wales,Australia,Active,Seniors
1340,1340,278,1193,105,2,210,Trousers,Pleated,L,red,90,70,"A red coloured, L sized, Pleated Trousers",510,19930,2021-01-30,2021-02-13,14.0,fulan 510,Prefer not to say,67,2684 Tillman ParadeApt. 492,7867,Alexandramouth,New South Wales,Australia,Active,Seniors
1342,1342,278,92,118,3,354,Shirt,Flannel,M,blue,96,73,"A blue coloured, M sized, Flannel Shirt",510,19930,2021-01-30,2021-02-13,14.0,fulan 510,Prefer not to say,67,2684 Tillman ParadeApt. 492,7867,Alexandramouth,New South Wales,Australia,Active,Seniors
2021,2021,408,949,97,3,291,Trousers,Slim-Fit,XL,red,119,67,"A red coloured, XL sized, Slim-Fit Trousers",404,39757,2021-01-30,2021-02-15,16.0,fulan 404,Prefer not to say,79,29 Bruen TrailSuite 288,9569,West Ellaport,Australian Capital Territory,Australia,Active,Seniors
2022,2022,408,1201,105,1,105,Trousers,Pleated,S,yellow,90,71,"A yellow coloured, S sized, Pleated Trousers",404,39757,2021-01-30,2021-02-15,16.0,fulan 404,Prefer not to say,79,29 Bruen TrailSuite 288,9569,West Ellaport,Australian Capital Territory,Australia,Active,Seniors
2023,2023,408,378,94,3,282,Shirt,Henley,L,indigo,92,44,"A indigo coloured, L sized, Henley Shirt",404,39757,2021-01-30,2021-02-15,16.0,fulan 404,Prefer not to say,79,29 Bruen TrailSuite 288,9569,West Ellaport,Australian Capital Territory,Australia,Active,Seniors
2024,2024,408,994,106,1,106,Trousers,Wool,XL,yellow,111,72,"A yellow coloured, XL sized, Wool Trousers",404,39757,2021-01-30,2021-02-15,16.0,fulan 404,Prefer not to say,79,29 Bruen TrailSuite 288,9569,West Ellaport,Australian Capital Territory,Australia,Active,Seniors
2025,2025,408,611,112,3,336,Jacket,Cardigan,S,green,118,62,"A green coloured, S sized, Cardigan Jacket",404,39757,2021-01-30,2021-02-15,16.0,fulan 404,Prefer not to say,79,29 Bruen TrailSuite 288,9569,West Ellaport,Australian Capital Territory,Australia,Active,Seniors
2026,2026,408,399,119,2,238,Shirt,Casual Slim Fit,XL,yellow,113,78,"A yellow coloured, XL sized, Casual Slim Fit Shirt",404,39757,2021-01-30,2021-02-15,16.0,fulan 404,Prefer not to say,79,29 Bruen TrailSuite 288,9569,West Ellaport,Australian Capital Territory,Australia,Active,Seniors
2027,2027,408,757,109,1,109,Jacket,Peacoat,M,blue,102,71,"A blue coloured, M sized, Peacoat Jacket",404,39757,2021-01-30,2021-02-15,16.0,fulan 404,Prefer not to say,79,29 Bruen TrailSuite 288,9569,West Ellaport,Australian Capital Territory,Australia,Active,Seniors
2028,2028,408,1245,112,3,336,Trousers,Tracksuit Bottoms,XS,blue,91,42,"A blue coloured, XS sized, Tracksuit Bottoms Trousers",404,39757,2021-01-30,2021-02-15,16.0,fulan 404,Prefer not to say,79,29 Bruen TrailSuite 288,9569,West Ellaport,Australian Capital Territory,Australia,Active,Seniors
594,594,126,444,107,2,214,Jacket,Denim,XL,blue,92,80,"A blue coloured, XL sized, Denim Jacket",326,29536,2021-01-31,2021-02-20,20.0,fulan 326,Prefer not to say,54,624 Bode TrailSuite 795,6294,New Masonport,Northern Territory,Australia,Active,Adults
592,592,126,678,113,1,113,Jacket,Parka,L,yellow,119,72,"A yellow coloured, L sized, Parka Jacket",326,29536,2021-01-31,2021-02-20,20.0,fulan 326,Prefer not to say,54,624 Bode TrailSuite 795,6294,New Masonport,Northern Territory,Australia,Active,Adults
596,596,126,613,112,2,224,Jacket,Cardigan,L,green,118,63,"A green coloured, L sized, Cardigan Jacket",326,29536,2021-01-31,2021-02-20,20.0,fulan 326,Prefer not to say,54,624 Bode TrailSuite 795,6294,New Masonport,Northern Territory,Australia,Active,Adults
595,595,126,33,96,2,192,Shirt,Oxford Cloth,L,violet,114,73,"A violet coloured, L sized, Oxford Cloth Shirt",326,29536,2021-01-31,2021-02-20,20.0,fulan 326,Prefer not to say,54,624 Bode TrailSuite 795,6294,New Masonport,Northern Territory,Australia,Active,Adults
593,593,126,312,105,2,210,Shirt,Cuban Collar,M,violet,93,67,"A violet coloured, M sized, Cuban Collar Shirt",326,29536,2021-01-31,2021-02-20,20.0,fulan 326,Prefer not to say,54,624 Bode TrailSuite 795,6294,New Masonport,Northern Territory,Australia,Active,Adults
3019,3019,606,251,95,1,95,Shirt,Polo,S,orange,117,78,"A orange coloured, S sized, Polo Shirt",692,54506,2021-01-31,2021-02-08,8.0,fulan 692,Prefer not to say,20,5200 Tromp Estate DrSuite 885,4058,Laraview,Tasmania,Australia,Active,Youth
4641,4641,929,167,91,3,273,Shirt,Linen,M,indigo,116,72,"A indigo coloured, M sized, Linen Shirt",397,19614,2021-01-31,2021-02-06,6.0,fulan 397,Female,50,40 Mitchell CrestSuite 035,6891,Isabellaton,Australian Capital Territory,Australia,Active,Adults
4642,4642,929,803,91,2,182,Jacket,Pullover,L,violet,114,78,"A violet coloured, L sized, Pullover Jacket",397,19614,2021-01-31,2021-02-06,6.0,fulan 397,Female,50,40 Mitchell CrestSuite 035,6891,Isabellaton,Australian Capital Territory,Australia,Active,Adults
4643,4643,929,256,95,1,95,Shirt,Polo,S,yellow,117,77,"A yellow coloured, S sized, Polo Shirt",397,19614,2021-01-31,2021-02-06,6.0,fulan 397,Female,50,40 Mitchell CrestSuite 035,6891,Isabellaton,Australian Capital Territory,Australia,Active,Adults
460,460,101,1119,115,3,345,Trousers,Cropped,XL,violet,99,64,"A violet coloured, XL sized, Cropped Trousers",807,25174,2021-01-31,2021-02-27,27.0,fulan 807,Prefer not to say,26,80 Adam HillSuite 633,953,Tylershire,Queensland,Australia,Active,Adults
459,459,101,474,118,3,354,Jacket,Puffer,XL,green,110,42,"A green coloured, XL sized, Puffer Jacket",807,25174,2021-01-31,2021-02-27,27.0,fulan 807,Prefer not to say,26,80 Adam HillSuite 633,953,Tylershire,Queensland,Australia,Active,Adults
458,458,101,1113,115,1,115,Trousers,Cropped,L,indigo,99,63,"A indigo coloured, L sized, Cropped Trousers",807,25174,2021-01-31,2021-02-27,27.0,fulan 807,Prefer not to say,26,80 Adam HillSuite 633,953,Tylershire,Queensland,Australia,Active,Adults
457,457,101,1216,105,1,105,Trousers,Pleated,S,indigo,90,41,"A indigo coloured, S sized, Pleated Trousers",807,25174,2021-01-31,2021-02-27,27.0,fulan 807,Prefer not to say,26,80 Adam HillSuite 633,953,Tylershire,Queensland,Australia,Active,Adults
456,456,101,643,93,3,279,Jacket,Coach,L,yellow,115,53,"A yellow coloured, L sized, Coach Jacket",807,25174,2021-01-31,2021-02-27,27.0,fulan 807,Prefer not to say,26,80 Adam HillSuite 633,953,Tylershire,Queensland,Australia,Active,Adults
260,260,59,928,96,1,96,Trousers,Drawstring,L,green,104,43,"A green coloured, L sized, Drawstring Trousers",843,21858,2021-01-31,2021-02-27,27.0,fulan 843,Prefer not to say,23,201 Anthony TerraceSuite 543,6272,Lake Addisonland,South Australia,Australia,Active,Youth
261,261,59,682,113,2,226,Jacket,Parka,M,green,119,71,"A green coloured, M sized, Parka Jacket",843,21858,2021-01-31,2021-02-27,27.0,fulan 843,Prefer not to say,23,201 Anthony TerraceSuite 543,6272,Lake Addisonland,South Australia,Australia,Active,Youth
262,262,59,786,91,1,91,Jacket,Pullover,S,green,114,69,"A green coloured, S sized, Pullover Jacket",843,21858,2021-01-31,2021-02-27,27.0,fulan 843,Prefer not to say,23,201 Anthony TerraceSuite 543,6272,Lake Addisonland,South Australia,Australia,Active,Youth
2274,2274,462,778,91,2,182,Jacket,Pullover,L,orange,114,56,"A orange coloured, L sized, Pullover Jacket",769,44429,2021-01-31,2021-02-20,20.0,fulan 769,Male,21,1621 Marcus MeadowApt. 603,8190,West Grace,Australian Capital Territory,Australia,Active,Youth
2275,2275,462,493,102,3,306,Jacket,Windbreaker,L,red,109,40,"A red coloured, L sized, Windbreaker Jacket",769,44429,2021-01-31,2021-02-20,20.0,fulan 769,Male,21,1621 Marcus MeadowApt. 603,8190,West Grace,Australian Capital Territory,Australia,Active,Youth
2276,2276,462,1083,93,3,279,Trousers,Joggers,L,violet,94,60,"A violet coloured, L sized, Joggers Trousers",769,44429,2021-01-31,2021-02-20,20.0,fulan 769,Male,21,1621 Marcus MeadowApt. 603,8190,West Grace,Australian Capital Territory,Australia,Active,Youth
2277,2277,462,262,95,3,285,Shirt,Polo,M,green,117,62,"A green coloured, M sized, Polo Shirt",769,44429,2021-01-31,2021-02-20,20.0,fulan 769,Male,21,1621 Marcus MeadowApt. 603,8190,West Grace,Australian Capital Territory,Australia,Active,Youth
2278,2278,462,1203,105,1,105,Trousers,Pleated,L,yellow,90,62,"A yellow coloured, L sized, Pleated Trousers",769,44429,2021-01-31,2021-02-20,20.0,fulan 769,Male,21,1621 Marcus MeadowApt. 603,8190,West Grace,Australian Capital Territory,Australia,Active,Youth
2279,2279,462,205,98,1,98,Shirt,Camp Collared,XS,violet,112,72,"A violet coloured, XS sized, Camp Collared Shirt",769,44429,2021-01-31,2021-02-20,20.0,fulan 769,Male,21,1621 Marcus MeadowApt. 603,8190,West Grace,Australian Capital Territory,Australia,Active,Youth
3064,3064,615,782,91,2,182,Jacket,Pullover,M,yellow,114,49,"A yellow coloured, M sized, Pullover Jacket",690,28680,2021-01-31,2021-02-10,10.0,fulan 690,Prefer not to say,34,04 Christian RidgeApt. 329,6697,Port Annabelle,Northern Territory,Australia,Active,Adults
597,597,126,310,105,3,315,Shirt,Cuban Collar,XS,violet,93,49,"A violet coloured, XS sized, Cuban Collar Shirt",326,29536,2021-01-31,2021-02-20,20.0,fulan 326,Prefer not to say,54,624 Bode TrailSuite 795,6294,New Masonport,Northern Territory,Australia,Active,Adults
3063,3063,615,385,119,1,119,Shirt,Casual Slim Fit,XS,red,113,49,"A red coloured, XS sized, Casual Slim Fit Shirt",690,28680,2021-01-31,2021-02-10,10.0,fulan 690,Prefer not to say,34,04 Christian RidgeApt. 329,6697,Port Annabelle,Northern Territory,Australia,Active,Adults
4640,4640,929,1157,99,2,198,Trousers,High-Waisted,M,red,98,59,"A red coloured, M sized, High-Waisted Trousers",397,19614,2021-01-31,2021-02-06,6.0,fulan 397,Female,50,40 Mitchell CrestSuite 035,6891,Isabellaton,Australian Capital Territory,Australia,Active,Adults
3061,3061,615,491,102,3,306,Jacket,Windbreaker,S,red,109,54,"A red coloured, S sized, Windbreaker Jacket",690,28680,2021-01-31,2021-02-10,10.0,fulan 690,Prefer not to say,34,04 Christian RidgeApt. 329,6697,Port Annabelle,Northern Territory,Australia,Active,Adults
3060,3060,615,948,97,3,291,Trousers,Slim-Fit,L,red,119,80,"A red coloured, L sized, Slim-Fit Trousers",690,28680,2021-01-31,2021-02-10,10.0,fulan 690,Prefer not to say,34,04 Christian RidgeApt. 329,6697,Port Annabelle,Northern Territory,Australia,Active,Adults
3062,3062,615,1213,105,3,315,Trousers,Pleated,L,blue,90,79,"A blue coloured, L sized, Pleated Trousers",690,28680,2021-01-31,2021-02-10,10.0,fulan 690,Prefer not to say,34,04 Christian RidgeApt. 329,6697,Port Annabelle,Northern Territory,Australia,Active,Adults
1553,1553,318,542,98,2,196,Jacket,Leather,M,green,113,45,"A green coloured, M sized, Leather Jacket",433,39332,2021-01-31,2021-02-17,17.0,fulan 433,Prefer not to say,46,5777 Mayer PassApt. 881,9728,West Michaelport,Tasmania,Australia,Active,Adults
1552,1552,318,854,113,1,113,Trousers,Chinos,XL,yellow,100,59,"A yellow coloured, XL sized, Chinos Trousers",433,39332,2021-01-31,2021-02-17,17.0,fulan 433,Prefer not to say,46,5777 Mayer PassApt. 881,9728,West Michaelport,Tasmania,Australia,Active,Adults
3022,3022,606,486,118,2,236,Jacket,Puffer,S,violet,110,46,"A violet coloured, S sized, Puffer Jacket",692,54506,2021-01-31,2021-02-08,8.0,fulan 692,Prefer not to say,20,5200 Tromp Estate DrSuite 885,4058,Laraview,Tasmania,Australia,Active,Youth
1551,1551,318,634,93,1,93,Jacket,Coach,XL,red,115,46,"A red coloured, XL sized, Coach Jacket",433,39332,2021-01-31,2021-02-17,17.0,fulan 433,Prefer not to say,46,5777 Mayer PassApt. 881,9728,West Michaelport,Tasmania,Australia,Active,Adults
3023,3023,606,472,118,3,354,Jacket,Puffer,M,green,110,72,"A green coloured, M sized, Puffer Jacket",692,54506,2021-01-31,2021-02-08,8.0,fulan 692,Prefer not to say,20,5200 Tromp Estate DrSuite 885,4058,Laraview,Tasmania,Australia,Active,Youth
3021,3021,606,163,91,1,91,Shirt,Linen,L,blue,116,70,"A blue coloured, L sized, Linen Shirt",692,54506,2021-01-31,2021-02-08,8.0,fulan 692,Prefer not to say,20,5200 Tromp Estate DrSuite 885,4058,Laraview,Tasmania,Australia,Active,Youth
3020,3020,606,372,94,3,282,Shirt,Henley,M,blue,92,42,"A blue coloured, M sized, Henley Shirt",692,54506,2021-01-31,2021-02-08,8.0,fulan 692,Prefer not to say,20,5200 Tromp Estate DrSuite 885,4058,Laraview,Tasmania,Australia,Active,Youth
3024,3024,606,782,91,1,91,Jacket,Pullover,M,yellow,114,49,"A yellow coloured, M sized, Pullover Jacket",692,54506,2021-01-31,2021-02-08,8.0,fulan 692,Prefer not to say,20,5200 Tromp Estate DrSuite 885,4058,Laraview,Tasmania,Australia,Active,Youth
923,923,190,431,107,3,321,Jacket,Denim,S,yellow,92,43,"A yellow coloured, S sized, Denim Jacket",421,28420,2021-02-01,2021-02-17,16.0,fulan 421,Prefer not to say,62,35 Robinson Station StSuite 547,5382,North Baileyside,Australian Capital Territory,Australia,Active,Adults
363,363,82,757,109,1,109,Jacket,Peacoat,M,blue,102,71,"A blue coloured, M sized, Peacoat Jacket",927,32502,2021-02-02,2021-02-27,25.0,fulan 927,Male,61,868 Eliza CrescentSuite 085,1341,Ryanfurt,Victoria,Australia,Active,Adults
365,365,82,676,113,2,226,Jacket,Parka,S,yellow,119,80,"A yellow coloured, S sized, Parka Jacket",927,32502,2021-02-02,2021-02-27,25.0,fulan 927,Male,61,868 Eliza CrescentSuite 085,1341,Ryanfurt,Victoria,Australia,Active,Adults
362,362,82,528,98,3,294,Jacket,Leather,L,red,113,76,"A red coloured, L sized, Leather Jacket",927,32502,2021-02-02,2021-02-27,25.0,fulan 927,Male,61,868 Eliza CrescentSuite 085,1341,Ryanfurt,Victoria,Australia,Active,Adults
361,361,82,599,112,2,224,Jacket,Cardigan,XL,red,118,54,"A red coloured, XL sized, Cardigan Jacket",927,32502,2021-02-02,2021-02-27,25.0,fulan 927,Male,61,868 Eliza CrescentSuite 085,1341,Ryanfurt,Victoria,Australia,Active,Adults
